"Account Number","Adv Number","Certificate Number","Batch Number","Tax Year","Face Amount","Assessed Value","Property Address",Homestead,Removed,"Removed Because","Removed Time Stamp","Winning Bid","Winning Premium","Winning Amount Due","Winning Bidder","Winning Bidder Name","Winning Bidder Business Name","Winning Bidder Address","Winning Bidder City","Winning Bidder State","Winning Bidder Zip","Num Ties","Num Bids"
002210052,27,,1,2011,9467.53,22600.00,"**ES MCPHAIL ST REAR 153-55 MCPHAIL ST",0,0,,,9467.53,,,City,,,,,,,,
002210018,28,,1,2011,7592.08,6300.00,"**ES MCPHAIL ST 170 FT N OF W FREDERICK AV",0,0,,,7592.08,,,City,,,,,,,,
004830057,29,,1,2011,2428.64,11400.00,"**ES MORTON ST 68-10 FT N OF W BIDDLE ST",0,0,,,2428.64,,,City,,,,,,,,
000470053,30,,1,2011,6151.20,1870.00,"**ES N BENTALOU ST ADJOINING 1121 ON NORTH",0,1,"Removed from Sale","2012-05-10 14:23:25",,,,,,,,,,,,
3059A0018,31,,1,2011,18584.84,2300.00,"**ES N DENISON ST 105 FT N OF MONDAWMIN AV",0,0,,,18584.84,,,City,,,,,,,,
023890031,32,,1,2011,1178.36,43200.00,"**ES N DUKELAND ST 105 FT N OF ELLICOTT DR",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
000410034,33,,1,2011,843.68,32200.00,"**ES N FULTON AV 110 FT S OF LAURENS ST",0,1,"Removed from Sale","2012-03-28 17:44:56",,,,,,,,,,,,
6264A0001,34,,1,2011,777.96,23200.00,"**ES N HAVEN ST 767-6'N OF E LOMBARD ST",0,0,,,905.21,0.00,777.96,189,"Tax Sale Holdings, LLC",,"c&#47;o J. Scott Morse, Esq
9 Newburg Ave - Ste 201",Catonsville,MD,21228,,1
062630021,35,,1,2011,3428.80,7000.00,"**ES N JANNEY ST 28'E FAIRMOUNT AVE",0,0,,,3428.80,,,City,,,,,,,,
015930014,36,,1,2011,127598.03,28700.00,"**ES N LUZERNE AV 20 FT N OF EAGER ST",0,0,,,127598.03,,,City,,,,,,,,
2454C0035,37,,1,2011,24472.80,600.00,"**ES N ROSEDALE ST 42-5 FT N OF BELMONT AVE",0,0,,,24472.80,,,City,,,,,,,,
1716A0002,38,,1,2011,4337.97,343600.00,"**ES OF N EAST AV SEC FAYETTE ST",0,1,"Removed from Sale","2012-03-28 17:44:56",,,,,,,,,,,,
5214A0001,39,,1,2011,368.78,2400.00,"**ES OLD YORK RD NEC E COLD SPRING LA",0,0,,,368.78,,,City,,,,,,,,
072000051,40,,1,2011,599.72,8000.00,"**ES PARCEL ST NEC FILBERT ST",0,0,,,599.72,,,City,,,,,,,,
072000015,41,,1,2011,27584.65,12240.00,"**ES PARCEL ST 120 FT N OF FILBERT ST",0,0,,,27584.65,,,City,,,,,,,,
072610033,42,,1,2011,664.74,16370.00,"**ES PENNINGTON AV SEC POPLAND ST",0,1,"Removed from Sale","2012-05-17 20:14:35",,,,,,,,,,,,
072000023,43,,1,2011,25306.78,16330.00,"**ES PRUDENCE ST 250 FT N OF FILBERT ST",0,0,,,25306.78,,,City,,,,,,,,
7878A0001,44,,1,2011,28932.23,2900.00,"**ES RAYMOND ST NEC BREMEN ST",0,0,,,28932.23,,,City,,,,,,,,
8393K0009,45,,1,2011,13928.72,5000.00,"**ES RICHEL LA 110 FT N OF WETHEREDSVILLE RD",0,0,,,13928.72,,,City,,,,,,,,
074770039,46,,1,2011,376.32,1590.00,"**ES RIDGELY ST 176 FT S OF HARMAN AV",0,0,,,376.32,,,City,,,,,,,,
048360008,47,,1,2011,1381.20,5300.00,"**ES ROLAND AV 142-4 FT N OF HUNT CLUB LA",0,0,,,1381.20,,,City,,,,,,,,
002450006,48,,1,2011,2933.69,93800.00,"**ES S MOUNT ST NEC W PRATT ST",0,0,,,3980.00,0.00,2933.69,107,"2012 Municipal Investments, LLC",,"11426 York Road",Cockeysville,MD,21030,,1
008590038,49,,1,2011,309.98,200.00,"**ES STERRETT ST 116-4FT N OF W BARRE ST",0,0,,,309.98,,,City,,,,,,,,
084740005,50,,1,2011,63436.25,17500.00,"**ES TAZEWELL RD SEC WAKEFIELD RD",0,0,,,63436.25,,,City,,,,,,,,
8424B0014,51,,1,2011,333.38,9200.00,"**ES VINEWOOD PL 160 FT S OF OVERCREST AV",0,0,,,333.38,,,City,,,,,,,,
5960A0001,52,,1,2011,406.18,11400.00,"**ES VOGT AV SEC FURLEY AV",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
077650016,53,,1,2011,80623.95,4060.00,"**ES WICKES AV SEC GEORGETOWN RD",0,0,,,80623.95,,,City,,,,,,,,
3390B089A,54,,1,2011,349.57,1000.00,"**ES WOODBERRY AVE 145FT S CLIPPER PARK ROAD",0,0,,,349.57,,,City,,,,,,,,
02817047A,55,,1,2011,43474.36,1400.00,"**ES 10 FT AL. 1ST E OF MT. HOLLY ST 264-20000 S WIN",0,0,,,43474.36,,,City,,,,,,,,
02710036I,56,,1,2011,25039.34,600.00,"**ES 10 FT ALLEY 1ST E GRANADA AVE REAR 3819 GRANADA",0,0,,,25039.34,,,City,,,,,,,,
02710036J,57,,1,2011,25039.34,600.00,"**ES 10 FT ALLEY 1ST E GRANADA AVE REAR 3821 GRANADA",0,0,,,25039.34,,,City,,,,,,,,
3836B0058,58,,1,2011,515.87,18200.00,"**ES 10 FT ALLEY 1ST E OF BARCLAY ST REAR 2501-05 BA",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
3261A0038,59,,1,2011,1006.16,1000.00,"**ES 10 FT ALLEY 1ST E OF BENTALOU ST 110 FT N OF CL",0,0,,,1006.16,,,City,,,,,,,,
011180109,60,,1,2011,1068.32,36400.00,"**ES 10 FT ALLEY 1ST E OF BOND ST REAR 1600-22 BETHE",0,0,,,3100.00,0.00,1068.32,107,"2012 Municipal Investments, LLC",,"11426 York Road",Cockeysville,MD,21030,,1
027540024,61,,1,2011,2034.23,600.00,"**ES 10 FT ALLEY 1ST E OF CHELSEA TER REAR 3103 CHEL",0,0,,,2034.23,,,City,,,,,,,,
02710036L,62,,1,2011,1247.14,800.00,"**ES 10 FT ALLEY 1ST E OF GRANADA AVE REAR 3825 GRAN",0,0,,,1247.14,,,City,,,,,,,,
2199C0042,63,,1,2011,1672.83,61900.00,"**ES 10 FT ALLEY 1ST E OF HILTON ST REAR 219-59 S HI",0,1,"Removed from Sale","2012-05-17 20:14:35",,,,,,,,,,,,
04007042A,64,,1,2011,34191.36,3000.00,"**ES 10 FT ALLEY 1ST E OF HOPE ST REAR 1921-25 HOPE",0,0,,,34191.36,,,City,,,,,,,,
040070042,65,,1,2011,40202.88,3000.00,"**ES 10 FT ALLEY 1ST E OF HOPE ST 1905-15 HOPE ST RE",0,0,,,40202.88,,,City,,,,,,,,
2475D0061,66,,1,2011,22181.71,490.00,"**ES 10 FT ALLEY 1ST E OF ROSEDALE ST 56 FT S OF HAR",0,0,,,22181.71,,,City,,,,,,,,
0300B0059,67,,1,2011,47480.60,8100.00,"**ES 10 FT ALLEY 1ST E OF STRICKER ST 1420-26 SCHOOL",0,0,,,47480.60,,,City,,,,,,,,
064450052,68,,1,2011,10322.68,43600.00,"**ES 12 FT ALLEY 1ST E OF EATON ST REAR 701-19 S EAT",0,0,,,10322.68,,,City,,,,,,,,
051500024,69,,1,2011,379.64,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 119-7 FT S OF HA",0,0,,,379.64,,,City,,,,,,,,
051500025,70,,1,2011,380.13,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 130-11 FT S OF H",0,0,,,380.13,,,City,,,,,,,,
027280010,71,,1,2011,3566.07,1800.00,"**ES 12 FT ALLEY 1ST W OF GARRISON BLVD 162 FT S OF",0,0,,,3566.07,,,City,,,,,,,,
02728010A,72,,1,2011,70151.08,1500.00,"**ES 12 FT ALLEY 1ST W OF GARRISON BLVD 254-6 FT S O",0,0,,,70151.08,,,City,,,,,,,,
4673A063A,73,,1,2011,9884.81,500.00,"**ES 12' LANE 1ST W RANNY RD 0000 232-5 N SULGRAVE A",0,0,,,9884.81,,,City,,,,,,,,
024860070,74,,1,2011,17223.15,1620.00,"**ES 15 FT ALLEY 1ST E OF ALLENDALE ST 185-6 FT S HA",0,0,,,17223.15,,,City,,,,,,,,
3903A0059,75,,1,2011,1486.71,500.00,"**ES 15 FT ALLEY 1ST E OF GREENMOUNT AV 143FT N OF E",0,0,,,1486.71,,,City,,,,,,,,
4179E0127,76,,1,2011,2333.60,3700.00,"**ES 15 FT ALLEY 1ST E OF KENTUCKY AV REAR 3402 KENT",0,0,,,2333.60,,,City,,,,,,,,
4179E0130,77,,1,2011,3094.00,6200.00,"**ES 15 FT ALLEY 1ST E OF KENTUCKY AV REAR 3408 KENT",0,0,,,3094.00,,,City,,,,,,,,
6629C039A,78,,1,2011,378.08,4500.00,"**ES 15 FT ALLEY 1ST E OF TOLNA ST REAR 503 TOLNA ST",0,0,,,555.55,0.00,378.08,198,"Edward M. Mazor","Sedona Investments, LLC","12528 Valley Pines Drive",Reisterstown,MD,21136,,1
6629C039B,79,,1,2011,378.08,4500.00,"**ES 15 FT ALLEY 1ST E OF TOLNA ST REAR 505 TOLNA ST",0,0,,,555.55,0.00,378.08,198,"Edward M. Mazor","Sedona Investments, LLC","12528 Valley Pines Drive",Reisterstown,MD,21136,,1
6629C044C,80,,1,2011,293.23,4700.00,"**ES 15 FT ALLEY 1ST E OF TOLNA ST REAR 615 TOLNA ST",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
051490026,81,,1,2011,45790.74,2800.00,"**ES 15 FT ALLEY 1ST W OF READY AVE REAR 5508 READY",0,0,,,45790.74,,,City,,,,,,,,
2174A0085,82,,1,2011,5092.52,12160.00,"**ES 15 FT ALLEY 1ST W OF WILLARD ST REAR 152 WILLAR",0,0,,,5092.52,,,City,,,,,,,,
083500019,83,,1,2011,490.27,15700.00,"**ES 15' ALLEY 1ST E MILFORD AVE 205'-4 S NORWOOD AV",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
025460026,84,,1,2011,26323.03,1470.00,"**ES 15' ALLEY 140'E W WOODINGTON0000 120'N VERMONT",0,0,,,26323.03,,,City,,,,,,,,
071230001,85,,1,2011,99941.38,20590.00,"**ES 2ND ST 125 FT S OF JACK ST",0,0,,,99941.38,,,City,,,,,,,,
052170046,86,,1,2011,3171.99,400.00,"**ES 20 FT ALLEY 1ST E OF ALHAMBRA AV 110 FT N OF RI",0,0,,,3171.99,,,City,,,,,,,,
02301046E,87,,1,2011,1162.41,3000.00,"**ES 20 FT ALLEY 1ST E OF N SMALLWOOD ST REAR 1717-1",0,0,,,1162.41,,,City,,,,,,,,
024890055,88,,1,2011,1643.27,360.00,"**ES 20FT AL 1ST E OF WILDWOOD PKWYREAR OF S HALF OF",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
3969L0060,89,,1,2011,68646.63,300.00,"**ES 22 FT ALEY 1ST E OF WELBOURNE RD 141-9 FT S OF",0,0,,,68646.63,,,City,,,,,,,,
03675030A,90,,1,2011,810.78,27600.00,"**ES 22 FT ALLEY 1ST E OF KESWICK RD 223 FT S OF W 4",0,0,,,1750.00,0.00,810.78,107,"2012 Municipal Investments, LLC",,"11426 York Road",Cockeysville,MD,21030,,1
036750039,91,,1,2011,323.98,1700.00,"**ES 22 FT ALLEY 1ST E OF KESWICK RD 402-4 FT S OF 4",0,1,"Removed from Sale","2012-05-02 11:11:46",,,,,,,,,,,,
3969M0062,92,,1,2011,1230.40,2600.00,"**ES 22 FT ALLEY 1ST E OF MELBOURNE RD 61 FT N OF R/",0,0,,,1230.40,,,City,,,,,,,,
3969L0062,93,,1,2011,270.80,2900.00,"**ES 22 FT ALLEY 1ST E OF WELBOURNE RD 12-5 FT S OF",0,1,"Removed from Sale","2012-03-28 17:44:56",,,,,,,,,,,,
3969L0061,94,,1,2011,1322.42,2900.00,"**ES 22 FT ALLEY 1ST E OF WELBOURNE RD 132-1 FT S OF",0,0,,,1322.42,,,City,,,,,,,,
036750100,95,,1,2011,402.89,1900.00,"**ES 22 FT DR 2ND E OF KESWICK RD 404-6 FT N OF 39TH",0,0,,,402.89,,,City,,,,,,,,
024870074,96,,1,2011,78313.10,300.00,"**ES 31-6 FT CT 1ST W OF ALLENDALE ST 122-3 FT N OF",0,0,,,78313.10,,,City,,,,,,,,
024870086,97,,1,2011,5291.59,1680.00,"**ES 31-6 FT CT 1ST W OF ALLENDALE ST 233-9 FT N OF",0,0,,,5291.59,,,City,,,,,,,,
024870085,98,,1,2011,762.60,430.00,"**ES 31-6 FT CT. 1ST W OF ALLENDALE ST 224-6 FT N OF",0,0,,,762.60,,,City,,,,,,,,
024870113,99,,1,2011,1749.14,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 112-6 FT N OF",0,0,,,1749.14,,,City,,,,,,,,
024870114,100,,1,2011,1749.14,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 122-3 FT N OF",0,0,,,1749.14,,,City,,,,,,,,
024870115,101,,1,2011,2123.48,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 131-7 FT N OF",0,0,,,2123.48,,,City,,,,,,,,
024870116,102,,1,2011,2092.52,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 140-10 FT N O",0,0,,,2092.52,,,City,,,,,,,,
024870118,103,,1,2011,1192.57,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 159-5 FT N OF",0,0,,,1192.57,,,City,,,,,,,,
024870121,104,,1,2011,1192.57,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 187-3 FT N OF",0,0,,,1192.57,,,City,,,,,,,,
024870122,105,,1,2011,2145.99,750.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 196-6 FT N OF",0,0,,,2273.24,25.00,2170.99,189,"Tax Sale Holdings, LLC",,"c&#47;o J. Scott Morse, Esq
9 Newburg Ave - Ste 201",Catonsville,MD,21228,,1
071210009,106,,1,2011,340.01,21030.00,"**ES 4TH ST 75 FT S OF JACK ST",0,0,,,679.00,0.00,340.01,107,"2012 Municipal Investments, LLC",,"11426 York Road",Cockeysville,MD,21030,,1
07088018A,107,,1,2011,6013.78,1250.00,"**ES 9TH ST 110 FT N OF PONTIAC AV",0,0,,,6013.78,,,City,,,,,,,,
2505A0109,108,,1,2011,6905.54,1840.00,"**MWS 10 FT ALLEY 1ST NW OF GRANTLEY ST 128-11 FT NE",0,0,,,6905.54,,,City,,,,,,,,
3100E0052,109,,1,2011,10936.32,2300.00,"**NE OF SEQUOIA AV 140-4 FT SE OF ELLAMONT RD",0,0,,,10936.32,,,City,,,,,,,,
084150048,110,,1,2011,4963.99,11000.00,"**NE SIDE OF HUTTON AV 523-3 FT E OF OAK AV",0,0,,,4963.99,,,City,,,,,,,,
6072R0031,111,,1,2011,150604.31,15300.00,"**NES ARIZONA AV 116 FT NW OF WHITB0000",0,0,,,150604.31,,,City,,,,,,,,
042650006,112,,1,2011,435.24,2700.00,"**NES ARMSTRONG AV 100 FT N OF RIDGE AV",0,0,,,435.24,,,City,,,,,,,,
042650003,113,,1,2011,435.24,2700.00,"**NES ARMSTRONG AV 25 FT N OF RIDGE AV",0,0,,,435.24,,,City,,,,,,,,
042750022,114,,1,2011,320.63,2700.00,"**NES ARMSTRONG AV 25 FT S OF RIDGE AV",0,0,,,447.88,0.00,320.63,189,"Tax Sale Holdings, LLC",,"c&#47;o J. Scott Morse, Esq
9 Newburg Ave - Ste 201",Catonsville,MD,21228,,1
042650022,115,,1,2011,2121.15,4400.00,"**NES ARMSTRONG AV 396 FT NW OF RIDGE AV",0,0,,,2121.15,,,City,,,,,,,,
042650004,116,,1,2011,435.24,2700.00,"**NES ARMSTRONG AV 50 FT N OF RIDGE AV",0,0,,,435.24,,,City,,,,,,,,
042750023,117,,1,2011,320.63,2700.00,"**NES ARMSTRONG AV 50 FT S OF RIDGE AV",0,0,,,447.88,0.00,320.63,189,"Tax Sale Holdings, LLC",,"c&#47;o J. Scott Morse, Esq
9 Newburg Ave - Ste 201",Catonsville,MD,21228,,1
042650005,118,,1,2011,435.24,2700.00,"**NES ARMSTRONG AV 75 FT N OF RIDGE AV",0,0,,,435.24,,,City,,,,,,,,
042750021,119,,1,2011,320.63,2700.00,"**NES ARMSTRONG AVE SEC RIDGE AVE",0,0,,,447.88,0.00,320.63,189,"Tax Sale Holdings, LLC",,"c&#47;o J. Scott Morse, Esq
9 Newburg Ave - Ste 201",Catonsville,MD,21228,,1
00307054A,120,,1,2011,2153.27,1000.00,"**NES BRUNT ST 16'NW BLOOM ST",0,0,,,2153.27,,,City,,,,,,,,
041300016,121,,1,2011,3008.05,1000.00,"**NES CARSWELL ST NWC POLK ST",0,1,"Removed from Sale","2012-05-11 16:44:17",,,,,,,,,,,,
041280003,122,,1,2011,4695.30,1000.00,"**NES CARSWELL ST 128 FT SE OF POLK ST",0,0,,,4695.30,,,City,,,,,,,,
041300015,123,,1,2011,47456.09,1000.00,"**NES CARSWELL ST 16 FT NW OF POLK ST",0,1,"Removed from Sale","2012-05-11 16:44:17",,,,,,,,,,,,
041300013,124,,1,2011,17366.84,1000.00,"**NES CARSWELL ST 48 FT NW OF POLK ST",0,1,"Removed from Sale","2012-05-11 16:44:17",,,,,,,,,,,,
084150083,125,,1,2011,20773.64,8000.00,"**NES CLIFTON AV 80 FT SE OF TALBOT ST",0,0,,,20773.64,,,City,,,,,,,,
5408B0016,126,,1,2011,4464.22,12957.00,"**NES CLOVILLE AVE 461 FT NW OF TRAMORE RD",0,0,,,4464.22,,,City,,,,,,,,
4511A0034,127,,1,2011,890.99,2600.00,"**NES CORDELIA AV 145 FT NW OF HAYWARD AV 0000",0,1,"Removed from Sale","2012-04-11 15:09:06",,,,,,,,,,,,
02222006B,128,,1,2011,20095.29,8400.00,"**NES CSX RR R/W NEC AMTRAK RR R/W 0000",0,0,,,20095.29,,,City,,,,,,,,
02222006A,129,,1,2011,70223.44,42300.00,"**NES CSX RR R/W NWC W BALTIMORE ST0000",0,0,,,70223.44,,,City,,,,,,,,
04527023A,130,,1,2011,396.76,1000.00,"**NES DENMORE AV REAR 5412 PARK HEIGHTS AVE",1,0,,,396.76,,,City,,,,,,,,
054890048,131,,1,2011,10350.38,6900.00,"**NES FLEETWOOD AV 750 FT W OF ELSRODE AV",0,0,,,10350.38,,,City,,,,,,,,
4426A020A,132,,1,2011,463.60,6300.00,"**NES FORMER BED OF KEN OAK ROAD 193.2 FT E OF REIST",0,0,,,463.60,,,City,,,,,,,,
057790016,133,,1,2011,17034.96,2600.00,"**NES FRANKFORD AV 182-2 FT NW OF WAL0000 AV",0,0,,,17034.96,,,City,,,,,,,,
4429C0017,134,,1,2011,16450.07,3000.00,"**NES GIST AVE NEC W NORTHERN PKWY",0,0,,,16450.07,,,City,,,,,,,,
4429C0016,135,,1,2011,46249.04,9700.00,"**NES GIST AVE 490 FT NW OF ROGERS AVE",0,0,,,46249.04,,,City,,,,,,,,
03357005B,136,,1,2011,35554.89,6100.00,"**NES GREENSPRING AV NEC DERBY RD",0,0,,,35554.89,,,City,,,,,,,,
08243036A,137,,1,2011,112087.52,2300.00,"**NES HADDON AV 61-6 FT NW OF HOWARD PARK AV",0,0,,,112087.52,,,City,,,,,,,,
057500012,138,,1,2011,323.68,9900.00,"**NES HAMILTON AV 126-1 FT W OF BELAIR RD",0,0,,,323.68,,,City,,,,,,,,
06019001A,139,,1,2011,757.88,18300.00,"**NES HAMILTON AV 19-9 FT SE OF HAZELWOOD AV",0,0,,,757.88,,,City,,,,,,,,
041110003,140,,1,2011,378.75,1000.00,"**NES HOMESTEAD ST 156 FT SE OF HOMEWOOD AV",0,1,"Removed from Sale","2012-04-11 15:09:06",,,,,,,,,,,,
084150045,141,,1,2011,1719.15,4000.00,"**NES HUTTON AV 463-3 FT E OF OAK DR",0,0,,,1719.15,,,City,,,,,,,,
084150046,142,,1,2011,1719.15,4000.00,"**NES HUTTON AV 483-3 FT E OF OAK DR",0,0,,,1719.15,,,City,,,,,,,,
077040009,143,,1,2011,3590.76,11800.00,"**NES JOH AV 1235-11 FT W OF EDGEWOOD ST",0,0,,,3590.76,,,City,,,,,,,,
078630021,144,,1,2011,1001.99,990.00,"**NES LETITIA AV 92-2 FT SE OF WASHINGTON BLVD",0,0,,,1001.99,,,City,,,,,,,,
044160035,145,,1,2011,308457.00,22700.00,"**NES OAKLEAF AV 353-1 FT SE MENLO DR",0,0,,,308457.00,,,City,,,,,,,,
2243B0005,146,,1,2011,14477.41,3920.00,"**NES OLD FREDERICK RD 86 FT SE OF SIEGWART LA",0,0,,,14477.41,,,City,,,,,,,,
5570B0036,147,,1,2011,88203.98,7400.00,"**NES ORLANDO AV 50 FT E OF MOYER AV",0,0,,,88203.98,,,City,,,,,,,,
8393J019A,148,,1,2011,4794.18,74900.00,"**NES PICKWICK RD 669-5 WEST OF N FOREST PARK AVE",0,1,"Removed from Sale","2012-05-17 20:14:35",,,,,,,,,,,,
05942026J,149,,1,2011,1517.06,4000.00,"**NES ST. THOMAS AV 226-7 FT NW OF GREENHILL AVE",0,0,,,1517.06,,,City,,,,,,,,
003780034,150,,1,2011,21798.55,1000.00,"**NES TIFFANY ST 100' NW-W LAFAYETTE AVE",0,0,,,21798.55,,,City,,,,,,,,
042640013,151,,1,2011,2187.05,6200.00,"**NES VINCENNES AV 405 FT NW OF PATTERSON AV",0,0,,,2187.05,,,City,,,,,,,,
008610086,152,,1,2011,40189.88,300.00,"**NES WARNER ST 69-4 FT SE OF PACA ST 0000",0,0,,,40189.88,,,City,,,,,,,,
077960028,153,,1,2011,10548.51,399800.00,"**NES WILMINGTON AVE 230'SE GEORGETOWN ROAD K/A 1531",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
2880D0002,154,,1,2011,328.46,1700.00,"**NES WINTERBOURNE RD 140 FT SE OF CHELSEA RD",0,0,,,328.46,,,City,,,,,,,,
2880D001A,155,,1,2011,390.08,1800.00,"**NES WINTERBOURNE RD 300 FT SE OF CHELSEA AV",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
2959B0141,156,,1,2011,335.07,800.00,"**NES YELL ST 590-6 FT NW OF LEWIN AV",0,0,,,335.07,,,City,,,,,,,,
032500044,157,,1,2011,1163.11,1100.00,"**NES 10 FT AL 1ST NE OF LIBERTY HTS, AV REAR 2410-1",0,0,,,1163.11,,,City,,,,,,,,
3327D0044,158,,1,2011,313.83,1100.00,"**NES 10 FT ALLEY 1ST N OF HILLDALE PL 130-4FT NW DR",0,0,,,313.83,,,City,,,,,,,,
3100E0054,159,,1,2011,747.54,200.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 158-8 FT SE O",0,1,"Removed from Sale","2012-04-25 12:00:19",,,,,,,,,,,,
