"Account Number","Adv Number","Certificate Number","Batch Number","Tax Year","Face Amount","Assessed Value","Property Address",Homestead,Removed,"Removed Because","Removed Time Stamp","Winning Bid","Winning Premium","Winning Amount Due","Winning Bidder","Winning Bidder Name","Winning Bidder Business Name","Winning Bidder Address","Winning Bidder City","Winning Bidder State","Winning Bidder Zip","Num Ties","Num Bids"
0300B0059,84,,1,2017,126238.60,1700.00,"**ES 10 FT ALLEY 1ST E OF STRICKER ST 1420-26 SCHOOL",0,0,,,126238.60,,,City,,,,,,,,
051500024,86,,1,2017,3293.19,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 119-7 FT S OF HA",0,0,,,3293.19,,,City,,,,,,,,
051500025,87,,1,2017,3531.75,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 130-11 FT S OF H",0,0,,,3531.75,,,City,,,,,,,,
027280010,88,,1,2017,12269.25,1800.00,"**ES 12 FT ALLEY 1ST W OF GARRISON BLVD 162 FT S OF",0,0,,,12269.25,,,City,,,,,,,,
02728010A,89,,1,2017,172868.39,1500.00,"**ES 12 FT ALLEY 1ST W OF GARRISON BLVD 254-6 FT S O",0,0,,,172868.39,,,City,,,,,,,,
4673A063A,90,,1,2017,26228.61,500.00,"**ES 12' LANE 1ST W RANNY RD 0000 232-5 N SULGRAVE A",0,0,,,26228.61,,,City,,,,,,,,
024860070,91,,1,2017,44147.96,1300.00,"**ES 15 FT ALLEY 1ST E OF ALLENDALE ST 185-6 FT S HA",0,0,,,44147.96,,,City,,,,,,,,
3903A0059,92,,1,2017,4485.10,500.00,"**ES 15 FT ALLEY 1ST E OF GREENMOUNT AV 143FT N OF E",0,0,,,4485.10,,,City,,,,,,,,
4179E0127,93,,1,2017,12167.37,3700.00,"**ES 15 FT ALLEY 1ST E OF KENTUCKY AV REAR 3402 KENT",0,0,,,12167.37,,,City,,,,,,,,
4179E0130,94,,1,2017,17243.08,6200.00,"**ES 15 FT ALLEY 1ST E OF KENTUCKY AV REAR 3408 KENT",0,0,,,17243.08,,,City,,,,,,,,
6629C039A,96,,1,2017,340.34,4500.00,"**ES 15 FT ALLEY 1ST E OF TOLNA ST REAR 503 TOLNA ST",0,0,,,340.34,,,City,,,,,,,,
051490026,98,,1,2017,118332.30,2300.00,"**ES 15 FT ALLEY 1ST W OF READY AVE REAR 5508 READY",0,0,,,118332.30,,,City,,,,,,,,
5180A0069,100,,1,2017,4527.69,11900.00,"**ES 15' ALLEY 1ST EAST OF GOVANE AVE REAR 5001/11 G",0,0,,,4527.69,,,City,,,,,,,,
025460026,101,,1,2017,3185.34,1400.00,"**ES 15' ALLEY 140'E W WOODINGTON0000 120'N VERMONT",0,0,,,3185.34,,,City,,,,,,,,
071230001,103,,1,2017,265385.75,20500.00,"**ES 2ND ST 125 FT S OF JACK ST",0,0,,,265385.75,,,City,,,,,,,,
02301046E,104,,1,2017,6843.71,3000.00,"**ES 20 FT ALLEY 1ST E OF N SMALLWOOD ST REAR 1717-1",0,0,,,6843.71,,,City,,,,,,,,
024890055,106,,1,2017,320.34,300.00,"**ES 20FT AL 1ST E OF WILDWOOD PKWYREAR OF S HALF OF",0,0,,,320.34,,,City,,,,,,,,
3969L0060,107,,1,2017,167751.25,300.00,"**ES 22 FT ALEY 1ST E OF WELBOURNE RD 141-9 FT S OF",0,0,,,167751.25,,,City,,,,,,,,
3969M0062,108,,1,2017,4101.58,2000.00,"**ES 22 FT ALLEY 1ST E OF MELBOURNE RD 61 FT N OF R/",0,0,,,4101.58,,,City,,,,,,,,
3969L0061,109,,1,2017,7218.06,2200.00,"**ES 22 FT ALLEY 1ST E OF WELBOURNE RD 132-1 FT S OF",0,0,,,7218.06,,,City,,,,,,,,
2230G0065,111,,1,2017,1113.53,1000.00,"**ES 30-9 FT DRIVEWAY 1ST E OF HILTON ST 134-1 FT N",0,0,,,1113.53,,,City,,,,,,,,
024870074,112,,1,2017,191301.47,200.00,"**ES 31-6 FT CT 1ST W OF ALLENDALE ST 122-3 FT N OF",0,0,,,191301.47,,,City,,,,,,,,
024870115,113,,1,2017,6542.41,700.00,"**ES 33 FT ALLEY 1ST E OF MT. HOLLY ST 131-7 FT N OF",0,0,,,6542.41,,,City,,,,,,,,
2505A0109,115,,1,2017,19314.70,1700.00,"**MWS 10 FT ALLEY 1ST NW OF GRANTLEY ST 128-11 FT NE",0,0,,,19314.70,,,City,,,,,,,,
3100E0052,117,,1,2017,30354.72,1900.00,"**NE OF SEQUOIA AV 140-4 FT SE OF ELLAMONT RD",0,0,,,30354.72,,,City,,,,,,,,
084150048,118,,1,2017,26663.56,11000.00,"**NE SIDE OF HUTTON AV 523-3 FT E OF OAK AV",0,0,,,26663.56,,,City,,,,,,,,
1924C100A,119,,1,2017,624.54,100.00,"**NEC COVINGTON AND E. GITTINGS STS 160FT E",0,0,,,624.54,,,City,,,,,,,,
6072R0031,122,,1,2017,282775.88,13100.00,"**NES ARIZONA AV 116 FT NW OF WHITB0000",0,0,,,282775.88,,,City,,,,,,,,
042650006,124,,1,2017,4111.60,2700.00,"**NES ARMSTRONG AV 100 FT N OF RIDGE AV",0,0,,,4111.60,,,City,,,,,,,,
042650007,125,,1,2017,799.95,5000.00,"**NES ARMSTRONG AV 125 FT N OF RIDGE AV",0,0,,,799.95,,,City,,,,,,,,
042650008,126,,1,2017,742.43,4600.00,"**NES ARMSTRONG AV 150 FT N OF RIDGE AV",0,0,,,742.43,,,City,,,,,,,,
042650011,127,,1,2017,613.79,3700.00,"**NES ARMSTRONG AV 225 FT N OF RIDGE AV",0,0,,,613.79,,,City,,,,,,,,
042650003,128,,1,2017,4111.60,2700.00,"**NES ARMSTRONG AV 25 FT N OF RIDGE AV",0,0,,,4111.60,,,City,,,,,,,,
042650013,129,,1,2017,528.03,3100.00,"**NES ARMSTRONG AV 275 FT N OF RIDGE AV",0,0,,,528.03,,,City,,,,,,,,
042650022,130,,1,2017,11914.67,4400.00,"**NES ARMSTRONG AV 396 FT NW OF RIDGE AV",0,0,,,11914.67,,,City,,,,,,,,
042650004,131,,1,2017,4111.60,2700.00,"**NES ARMSTRONG AV 50 FT N OF RIDGE AV",0,0,,,4111.60,,,City,,,,,,,,
042650005,132,,1,2017,4111.60,2700.00,"**NES ARMSTRONG AV 75 FT N OF RIDGE AV",0,0,,,4111.60,,,City,,,,,,,,
00307054A,133,,1,2017,8129.31,1000.00,"**NES BRUNT ST 16'NW BLOOM ST",0,0,,,8129.31,,,City,,,,,,,,
041300016,134,,1,2017,13896.01,1000.00,"**NES CARSWELL ST NWC POLK ST",0,0,,,13896.01,,,City,,,,,,,,
084150083,135,,1,2017,60084.02,8000.00,"**NES CLIFTON AV 80 FT SE OF TALBOT ST",0,0,,,60084.02,,,City,,,,,,,,
5408B0016,136,,1,2017,16811.95,22300.00,"**NES CLOVILLE AVE 461 FT NW OF TRAMORE RD",0,0,,,16811.95,,,City,,,,,,,,
02222006B,137,,1,2017,58006.57,8400.00,"**NES CSX RR R/W NEC AMTRAK RR R/W 0000",0,0,,,58006.57,,,City,,,,,,,,
02222006A,138,,1,2017,212395.28,42300.00,"**NES CSX RR R/W NWC W BALTIMORE ST0000",0,0,,,212395.28,,,City,,,,,,,,
054890048,140,,1,2017,39625.83,6900.00,"**NES FLEETWOOD AV 750 FT W OF ELSRODE AV",0,0,,,39625.83,,,City,,,,,,,,
4426A020A,141,,1,2017,4422.15,6100.00,"**NES FORMER BED OF KEN OAK ROAD 193.2 FT E OF REIST",0,0,,,4422.15,,,City,,,,,,,,
057790016,142,,1,2017,46005.84,2600.00,"**NES FRANKFORD AV 182-2 FT NW OF WAL0000 AV",0,0,,,46005.84,,,City,,,,,,,,
4429C0017,143,,1,2017,46855.23,3000.00,"**NES GIST AVE NEC W NORTHERN PKWY",0,0,,,46855.23,,,City,,,,,,,,
4429C0016,144,,1,2017,131167.32,9700.00,"**NES GIST AVE 490 FT NW OF ROGERS AVE",0,0,,,131167.32,,,City,,,,,,,,
03357005B,145,,1,2017,96662.21,6100.00,"**NES GREENSPRING AV NEC DERBY RD",0,0,,,96662.21,,,City,,,,,,,,
08243036A,146,,1,2017,275540.62,2300.00,"**NES HADDON AV 61-6 FT NW OF HOWARD PARK AV",0,0,,,275540.62,,,City,,,,,,,,
084150045,147,,1,2017,4706.70,4000.00,"**NES HUTTON AV 463-3 FT E OF OAK DR",0,0,,,4706.70,,,City,,,,,,,,
084150046,148,,1,2017,5235.56,4000.00,"**NES HUTTON AV 483-3 FT E OF OAK DR",0,0,,,5235.56,,,City,,,,,,,,
077040009,149,,1,2017,5412.03,11800.00,"**NES JOH AV 1235-11 FT W OF EDGEWOOD ST",0,0,,,5412.03,,,City,,,,,,,,
078630021,150,,1,2017,3129.87,900.00,"**NES LETITIA AV 92-2 FT SE OF WASHINGTON BLVD",0,0,,,3129.87,,,City,,,,,,,,
044160035,152,,1,2017,840.92,21200.00,"**NES OAKLEAF AV 353-1 FT SE MENLO DR",0,0,,,840.92,,,City,,,,,,,,
2243B0005,153,,1,2017,43249.75,3900.00,"**NES OLD FREDERICK RD 86 FT SE OF SIEGWART LA",0,0,,,43249.75,,,City,,,,,,,,
5570B0036,154,,1,2017,221377.62,7400.00,"**NES ORLANDO AV 50 FT E OF MOYER AV",0,0,,,221377.62,,,City,,,,,,,,
05341036A,155,,1,2017,536.70,11300.00,"**NES OVERLAND AV 445 FT NW OF ELSRODE AV",0,0,,,536.70,,,City,,,,,,,,
021510018,156,,1,2017,477.73,6400.00,"**NES S WARWICK AV 75 FT NW OF FREDERICK AV",0,0,,,477.73,0.00,477.73,30,"JOHN L. JAMES II",,"13403 MARY BOWIE PARKWAY","UPPER MARLBORO",MD,20774,,1
003780034,157,,1,2017,54584.06,1000.00,"**NES TIFFANY ST 100' NW-W LAFAYETTE AVE",0,0,,,54584.06,,,City,,,,,,,,
042640013,158,,1,2017,13329.05,6200.00,"**NES VINCENNES AV 405 FT NW OF PATTERSON AV",0,0,,,13329.05,,,City,,,,,,,,
008610086,159,,1,2017,99247.97,300.00,"**NES WARNER ST 69-4 FT SE OF PACA ST 0000",0,0,,,99247.97,,,City,,,,,,,,
2880D0002,160,,1,2017,2272.54,1700.00,"**NES WINTERBOURNE RD 140 FT SE OF CHELSEA RD",0,0,,,2272.54,,,City,,,,,,,,
2959B0146,161,,1,2017,1101.12,600.00,"**NES YELL ST 542-6 FT NW OF LEWIN AV",0,0,,,1101.12,,,City,,,,,,,,
2959B0141,162,,1,2017,2527.33,700.00,"**NES YELL ST 590-6 FT NW OF LEWIN AV",0,0,,,2527.33,,,City,,,,,,,,
032500044,163,,1,2017,6702.05,1100.00,"**NES 10 FT AL 1ST NE OF LIBERTY HTS, AV REAR 2410-1",0,0,,,6702.05,,,City,,,,,,,,
3327D0044,164,,1,2017,2586.26,1100.00,"**NES 10 FT ALLEY 1ST N OF HILLDALE PL 130-4FT NW DR",0,0,,,2586.26,,,City,,,,,,,,
3100E0047,166,,1,2017,1141.16,1300.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 21-2FT SE OF",0,0,,,1141.16,,,City,,,,,,,,
3100E047A,167,,1,2017,12259.04,1300.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 30-4FT SE OF",0,0,,,12259.04,,,City,,,,,,,,
3100E047B,168,,1,2017,140759.17,1300.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 39-6FT SE OF",0,0,,,140759.17,,,City,,,,,,,,
3100E0048,169,,1,2017,55915.79,2000.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 48-8FT SE OF",0,0,,,55915.79,,,City,,,,,,,,
3100E0049,170,,1,2017,8662.76,2900.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 57-10 FT E OF",0,0,,,8662.76,,,City,,,,,,,,
3100E0050,171,,1,2017,4192.57,3100.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 76-2FT SE OF",0,0,,,4192.57,,,City,,,,,,,,
3100E0051,172,,1,2017,8181.88,2100.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AV 94-6FT SE OF",0,0,,,8181.88,,,City,,,,,,,,
3100E0053,173,,1,2017,6081.04,1900.00,"**NES 10 FT ALLEY 1ST NE OF SEQUOIA AVE 149-6 FT SE",0,0,,,6081.04,,,City,,,,,,,,
3190B0025,174,,1,2017,103266.61,19700.00,"**NES 10 FT ALLEY 1ST NE OF TOWANDA AV 4401-09 TOWAN",0,0,,,103266.61,,,City,,,,,,,,
4149H0045,177,,1,2017,13320.05,400.00,"**NES 12 FT ALLEY 1ST NE OF ERDMAN AV REAR 2810 ERDM",0,0,,,13320.05,,,City,,,,,,,,
070950086,179,,1,2017,51909.85,17200.00,"**NES 15 ' ALLEY 1ST NEC E 6TH ST REAR 3911-4017 6TH",0,0,,,51909.85,,,City,,,,,,,,
2275B0085,180,,1,2017,27860.12,35600.00,"**NES 15 FT ALLEY 1ST NE OF CATON AV REAR 3324-3410",0,0,,,27860.12,,,City,,,,,,,,
3100D0038,183,,1,2017,17980.06,1600.00,"**NES 15 FT ALLEY 1ST NE OF SEQUOIA AV 3222 SEQUOIA",0,0,,,17980.06,,,City,,,,,,,,
3100D0045,184,,1,2017,14745.84,1600.00,"**NES 15 FT ALLEY 1ST NE OF SEQUOIA AV 3236 SEQUOIA",0,0,,,14745.84,,,City,,,,,,,,
3100D0041,185,,1,2017,20337.97,1600.00,"**NES 15 FT ALLEY 1ST NE SEQUOIA AV REAR 3228 SEQUOI",0,0,,,20337.97,,,City,,,,,,,,
2505A0103,186,,1,2017,118498.08,100.00,"**NES 20 FT ALLEY 1ST NE OF EVERSLEY ST 106-5 FT NW",0,0,,,118498.08,,,City,,,,,,,,
3262C0089,187,,1,2017,7373.14,1500.00,"**NES 20 FT DRWY 2ND SW OF W FOREST PARK AV 115FT SE",0,0,,,7373.14,,,City,,,,,,,,
070950001,188,,1,2017,30062.51,1900.00,"**NES 6TH ST 182-9 FT NW OF AUDREY AV",0,0,,,30062.51,,,City,,,,,,,,
2530C0624,189,,1,2017,266121.84,4300.00,"**NS AIRY HILL AV 122-6FT W OF LUCIA AV",0,0,,,266121.84,,,City,,,,,,,,
082390017,190,,1,2017,10167.21,1200.00,"**NS BELLE AV 150 FT E OF WOODBINE AV",0,0,,,10167.21,,,City,,,,,,,,
076140032,194,,1,2017,619.21,8400.00,"**NS BRIDGEVIEW RD NEC SEABURY RD",0,0,,,619.21,,,City,,,,,,,,
6019E0020,195,,1,2017,344.10,2500.00,"**NS BURLAND AV 110 FT W OF WHITE AV",0,0,,,344.10,,,City,,,,,,,,
071430023,200,,1,2017,218119.60,7400.00,"**NS CHURCH ST 50 FT W OF MURIEL AVE",0,0,,,218119.60,,,City,,,,,,,,
5408B0001,201,,1,2017,110172.27,7900.00,"**NS CLOVILLE AV NWC TRAMORE RD",0,0,,,110172.27,,,City,,,,,,,,
075670030,202,,1,2017,86297.04,6200.00,"**NS CRANDALL AV NWC GERANIUM AV",0,0,,,86297.04,,,City,,,,,,,,
075670031,203,,1,2017,58242.63,3900.00,"**NS CRANDALL AV 25 FT W OF GERANIUM AV",0,0,,,58242.63,,,City,,,,,,,,
2145B0015,206,,1,2017,7365.19,1000.00,"**NS DULANY ST 166 FT E OF MILLINGTON AV",0,0,,,7365.19,,,City,,,,,,,,
072000083,209,,1,2017,524.83,2900.00,"**NS ELMTREE ST NWC FAIRHAVEN AV",0,0,,,524.83,,,City,,,,,,,,
072000080,210,,1,2017,19060.71,4900.00,"**NS ELMTREE ST 96 FT W OF FAIRHAVEN AV",0,0,,,19060.71,,,City,,,,,,,,
067030010,211,,1,2017,439.90,7000.00,"**NS FAIT AV 359-5 FT E OF MALVERN ST",0,0,,,439.90,,,City,,,,,,,,1
018580053,212,,1,2017,340.34,100.00,"**NS FAIT AVE 142FT W OF S. KENWOOD AVE 20FT N",0,0,,,340.34,,,City,,,,,,,,
079580078,213,,1,2017,2654.39,11800.00,"**NS FLOWERTON RD 341-11FT W OF WALNUT AV",0,0,,,2654.39,,,City,,,,,,,,
074700014,214,,1,2017,15004.41,3100.00,"**NS FOERSTER AV 400-9 FT E OF HOLLINS FERRY RD",0,0,,,15004.41,,,City,,,,,,,,
8030B0126,215,,1,2017,127490.80,11700.00,"**NS FREDERICK AVE 173-2 W OF S ROCK GLEN ROAD",0,0,,,127490.80,,,City,,,,,,,,
070770037,216,,1,2017,1041.13,1800.00,"**NS FREEMAN ST 90 FT E OF 6TH ST",0,0,,,1041.13,,,City,,,,,,,,
06732145A,218,,1,2017,19705.10,10000.00,"**NS GERMAN HILL RD 130 FT W OF DELBERT AV",0,0,,,19705.10,,,City,,,,,,,,
05018007A,220,,1,2017,23956.98,37600.00,"**NS GOODALE RD 312 FT E OF CHARLES ST",0,0,,,23956.98,,,City,,,,,,,,
05497005A,221,,1,2017,29388.10,1500.00,"**NS HARFORD RD 406'4 NE GLENMORE 0000 REAR 6014 HAR",0,0,,,29388.10,,,City,,,,,,,,
072260002,222,,1,2017,399.62,4900.00,"**NS HAZEL ST 62 FT W OF PENNINGTON AV",0,0,,,399.62,,,City,,,,,,,,
071290024,224,,1,2017,151472.99,21000.00,"**NS HILLCREST AV 483 FT E OF 5TH ST0000",0,0,,,151472.99,,,City,,,,,,,,
3949A0051,225,,1,2017,5547.27,300.00,"**NS HILLEDGE DR REAR 2915 OVERLAND AV",0,0,,,5547.27,,,City,,,,,,,,
021520005,226,,1,2017,33009.46,18500.00,"**NS HOLLINS ST REAR 16-18 S CALVERTON RD",0,0,,,33009.46,,,City,,,,,,,,
02171056A,227,,1,2017,32085.27,1000.00,"**NS HOLLINS ST 325-4 FT E OF S FRANKLINTOWN RD",0,0,,,32085.27,,,City,,,,,,,,
