"Account Number","Adv Number","Certificate Number","Batch Number","Tax Year","Face Amount","Assessed Value","Property Address",Homestead,Removed,"Removed Because","Removed Time Stamp","Winning Bid","Winning Premium","Winning Amount Due","Winning Bidder","Winning Bidder Name","Winning Bidder Business Name","Winning Bidder Address","Winning Bidder City","Winning Bidder State","Winning Bidder Zip","Num Ties","Num Bids"
3100D0050,70,,1,2013,423.93,1800.00,"**NES 15 FT ALLEY 1ST NE SEQUOIA AV REAR 3246 SEQUOI",0,0,,,423.93,,,City,,,,,,,,1
7335A0001,73,,1,2013,1213.55,19500.00,"**NS CHESAPEAKE AVE 105 FT W CHILDS ST",0,0,,,1213.55,,,City,,,,,,,,1
058430003,74,,1,2013,1471.25,3500.00,"**NS CHESMONT AV 40 FT W OF BENTON HGTS. AV",0,0,,,1471.25,,,City,,,,,,,,1
072000083,78,,1,2013,302.50,2900.00,"**NS ELMTREE ST NWC FAIRHAVEN AV",0,0,,,302.50,0.00,302.50,13,"WILLIE J THOMPSON JR",,"1 JARRATT CT  #A",PETERSBURG,VA,23803,,2
02152004B,84,,1,2013,331.11,1800.00,"**NS HOLLINS ST NEC WARWICK AV",0,0,,,331.11,,,City,,,,,,,,1
078000007,86,,1,2013,350.92,5900.00,"**NS JAMES ST 300 FT W OF HARMAN AVE",0,0,,,350.92,,,City,,,,,,,,1
00252065A,88,,1,2013,683.17,4100.00,"**NS LEMMON ST 53-9 FT E OF S SCHROEDER ST",0,0,,,683.17,,,City,,,,,,,,1
02113062G,100,,1,2013,368.56,2900.00,"**NS WILKENS AV ADJOINING 3100 ON E",0,0,,,368.56,,,City,,,,,,,,1
02301046C,103,,1,2013,1402.18,3000.00,"**NS 10 FT ALLEY 1ST N OF PRESBURY ST 158 FT E OF N",0,0,,,1402.18,,,City,,,,,,,,1
5148A055A,109,,1,2013,1776.47,11900.00,"**NS 15 FT ALLEY 1ST E OF READY AVE REAR 5601-25 REA",0,0,,,1776.47,,,City,,,,,,,,1
1476B075A,110,,1,2013,390.78,4100.00,"**NS 15 FT ALLEY 1ST N OF FEDERAL ST REAR 2614-18 FE",0,0,,,390.78,,,City,,,,,,,,1
1476B075B,111,,1,2013,316.86,2600.00,"**NS 15 FT ALLEY 1ST N OF FEDERAL ST REAR 2620-22 FE",0,0,,,316.86,,,City,,,,,,,,1
023520066,113,,1,2013,696.28,1933.00,"**NS 15 FT ALLEY 1ST N OF MOSHER ST REAR 2304-06 MOS",0,0,,,696.28,,,City,,,,,,,,1
5137J0054,119,,1,2013,364.13,300.00,"**NS 15 FT ALLEY 1ST W NORTHWOOD DR 224'W NORTHWOOD",0,0,,,364.13,,,City,,,,,,,,1
02118073A,121,,1,2013,378.38,400.00,"**NS 16 FT ALLEY 1ST N OF DULANY ST 94-3 FT E OF PRI",0,0,,,378.38,,,City,,,,,,,,1
030420059,123,,1,2013,353.46,5000.00,"**NS 20 FT ALLEY 1ST N OF ELGIN AVE 239 FT E OF ROSE",0,0,,,353.46,,,City,,,,,,,,1
8393J0051,125,,1,2013,404.66,10600.00,"**NS 20 FT LANE 1ST NE OF PICKWICK RD REAR 2533 PICK",0,0,,,404.66,,,City,,,,,,,,1
023780042,126,,1,2013,1415.83,1100.00,"**NS 20FT ALLEY 1ST N OF W LANVALE ST 95 FT E OF DUK",0,0,,,1415.83,,,City,,,,,,,,1
038140077,127,,1,2013,313.88,1000.00,"**NS 9 FT ALLEY 1ST N OF E 21ST ST REAR 420-34 E 21S",0,0,,,313.88,,,City,,,,,,,,1
5695F0156,131,,1,2013,320.73,2000.00,"**NWS GLEN FALLS AV 616-11 FT SW OF POWELL",0,0,,,320.73,,,City,,,,,,,,1
031930017,135,,1,2013,348.78,1000.00,"**NWS RIDGEWOOD AV 90-11 FT NE OF UMATILLA AV",0,0,,,348.78,,,City,,,,,,,,1
3972C036B,139,,1,2013,313.88,500.00,"**NWS 14 FT ALLEY 1ST NW OF ARGONNE DR REAR 922-24 A",0,0,,,313.88,,,City,,,,,,,,1
04265016A,149,,1,2013,8622.44,100.00,"**REAR NWS SPRING AV REAR 4400 SPRING AV",0,0,,,8622.44,,,City,,,,,,,,1
2505A0114,162,,1,2013,418.00,2500.00,"**SES 10 FT ALLEY 1ST SE OF GELSTON DR REAR 3631 GEL",0,0,,,418.00,,,City,,,,,,,,1
4149B0089,164,,1,2013,334.62,1300.00,"**SES 10 FT ALLEY 1ST SE OF RICHMOND AV REAR 3325 RI",0,0,,,334.62,,,City,,,,,,,,1
031120084,166,,1,2013,308.56,2000.00,"**SES 15 FT ALLEY 1ST E OF WABASH AV REAR 3523 WABAS",0,0,,,308.56,,,City,,,,,,,,1
1099B0129,167,,1,2013,1389.55,1000.00,"**SES 18 FT ALLEY 1ST W OF AIKEN ST REAR 1802 AIKEN",0,0,,,1389.55,,,City,,,,,,,,1
028490087,168,,1,2013,467.86,4200.00,"**SES 20 FT ALLEY 1ST SE OF WOODHAVEN AVE 471-9 FT S",0,0,,,467.86,,,City,,,,,,,,1
7481C0007,169,,1,2013,450.57,3700.00,"**SS BANGER STREET 250 FT W OF PUGET STREET",0,0,,,450.57,,,City,,,,,,,,1
072000093,172,,1,2013,356.70,4000.00,"**SS ELMTREE ST 180 FT W OF FAIRHAVEN AV",0,0,,,356.70,,,City,,,,,,,,1
6019D013A,175,,1,2013,431.94,10100.00,"**SS HAZELWOOD AV 425 FT E OF WHITE AV",0,0,,,431.94,,,City,,,,,,,,1
05963001M,178,,1,2013,489.66,15000.00,"**SS MORAVIA RD 515-3 FT NW OF GUNTHER AV",0,0,,,489.66,,,City,,,,,,,,1
01157044A,181,,1,2013,2398.69,1000.00,"**SS OF E. PRESTON ST. SEC OF WILCOX ST.",0,0,,,2398.69,,,City,,,,,,,,1
7027D0010,183,,1,2013,464.13,3100.00,"**SS RIVERSIDE RD 60 FT W OF LEVIN R0000",0,0,,,464.13,,,City,,,,,,,,1
016230090,196,,1,2013,474.22,7000.00,"**SS 10 FT ALLEY 1ST N OF MONUMENT ST 56-7FT W OF BR",0,0,,,474.22,,,City,,,,,,,,1
023030042,199,,1,2013,1366.07,2200.00,"**SS 10FT AL 1ST S OF W NORTH AVE 115 FT W OF N SMAL",0,0,,,1366.07,,,City,,,,,,,,1
023510041,201,,1,2013,1056.49,16500.00,"**SS 15 FT ALLEY 1ST S OF MOSHER ST REAR 2301-21 MOS",0,0,,,1056.49,0.00,1056.49,182,"GHULAM SARWAR","SIESTA HOMES INC","ONE-BISHOPS LANE",CATONSVILLE,MD,21228,,2
030340029,204,,1,2013,3212.44,12100.00,"**SS 15 FT ALLEY 2ND N OF WINDSOR AV 3110-20 WINDSOR",0,0,,,3212.44,,,City,,,,,,,,1
030410034,209,,1,2013,12487.40,5700.00,"**SS 20 FT ALLEY 1ST S OF GWYNNS FALLS PKWY REAR 312",0,0,,,12487.40,,,City,,,,,,,,1
5140C0106,211,,1,2013,564.96,8600.00,"**SS 20 FT ALLEY 1ST S OF ST. DUNSTANS RD REAR 605-0",0,0,,,564.96,,,City,,,,,,,,1
042670028,214,,1,2013,1755.67,5400.00,"**SWS ARMSTRONG AV 275 FT S OF SPRING AV",0,0,,,1755.67,,,City,,,,,,,,1
4652H0035,220,,1,2013,750.77,1700.00,"**SWS LOCHLEA RD 187-6 FT W OF TANBARK DR",0,0,,,750.77,,,City,,,,,,,,1
041650088,224,,1,2013,518.82,8000.00,"**SWS 10 FT ALLEY 1ST SW OF NORMAL AV REAR 1601-17 N",0,0,,,518.82,,,City,,,,,,,,1
055510071,229,,1,2013,362.92,200.00,"**SWS 22-9 FT ALLEY 1ST SW OF WOODHOME AV 147 FT SE",0,0,,,362.92,,,City,,,,,,,,1
078390011,232,,1,2013,372.83,1700.00,"**WS CASADEL AV NWC MAULDIN AV",0,0,,,372.83,,,City,,,,,,,,1
078390010,233,,1,2013,434.19,2300.00,"**WS CASADEL AV 150 FT S OF DELMONT AV",0,0,,,434.19,,,City,,,,,,,,1
028800020,235,,1,2013,423.54,4300.00,"**WS CHELSEA RD 260 FT N OF NORTONIA RD",0,0,,,423.54,,,City,,,,,,,,1
5960A0014,246,,1,2013,383.22,11100.00,"**WS PLEASANTVIEW AVE REAR 4813 PLEASANT VIEW AVE",0,0,,,383.22,,,City,,,,,,,,1
01735026A,248,,1,2013,28841.00,60000.00,"**WS S DURHAM ST 75 FT S OF E BALTIMORE ST",0,0,,,28841.00,,,City,,,,,,,,1
040070043,254,,1,2013,347.63,1000.00,"**WS 10 FT ALLEY 1ST E OF HOPE ST REAR 1917-19 HOPE",0,0,,,347.63,,,City,,,,,,,,1
02197044B,258,,1,2013,574.31,1000.00,"**WS 12 FT COURT 1ST E OF ELLAMONT ST REAR 331 S ELL",0,0,,,574.31,,,City,,,,,,,,1
062700062,262,,1,2013,338.26,1900.00,"**WS 20 FT ALLEY 1ST W OF CONKLING ST 255-3 FT N FAY",0,0,,,338.26,,,City,,,,,,,,1
024870064,264,,1,2013,569.10,300.00,"**WS 31 FT ALLEY 1ST W OF ALLENDALE ST 187-3 FT N OF",0,0,,,569.10,,,City,,,,,,,,1
024870097,265,,1,2013,622.32,300.00,"**WS 31-6 FT CT. 1ST W OF ALLENDALE ST 252-2 FT N OF",0,0,,,622.32,,,City,,,,,,,,1
024870095,266,,1,2013,602.32,300.00,"**WS 31-6 FT CT. 1ST W OF ALLENDALE ST 270-9 FT N OF",0,0,,,602.32,,,City,,,,,,,,1
041320034,269,,1,2013,11620.92,15000.00,"1507 ABBOTSTON ST",1,0,,,11620.92,,,City,,,,,,,,1
04130028C,275,,1,2013,21529.54,5000.00,"1615 ABBOTSTON ST",0,0,,,21529.54,,,City,,,,,,,,1
041300025,277,,1,2013,10645.69,5000.00,"1635 ABBOTSTON ST",0,0,,,10645.69,,,City,,,,,,,,1
041390003,281,,1,2013,5038.89,5000.00,"1704 ABBOTSTON ST",0,0,,,5038.89,,,City,,,,,,,,1
041390013,284,,1,2013,10136.60,21000.00,"1726 ABBOTSTON ST",0,0,,,10136.60,0.00,10136.60,266,"MIRONA INVESTMENT GROUP LLC","MIRONA INVESTMENT GROUP LLC","10451 TWIN RIVERS RD #143",COLUMBIA,MD,21044,6,8
2230G0039,315,,1,2013,16141.42,22800.00,"0036 N ABINGTON AVE",0,0,,,16141.42,,,City,,,,,,,,1
2230G0043,317,,1,2013,9499.04,21800.00,"0044 N ABINGTON AVE",0,0,,,9499.04,,,City,,,,,,,,1
002750136,322,,1,2013,990.76,24300.00,"0335 S ADDISON ST",0,0,,,990.76,,,City,,,,,,,,1
1099B0098,328,,1,2013,7001.18,5000.00,"1802 AIKEN ST",0,0,,,7001.18,,,City,,,,,,,,1
1099B0110,334,,1,2013,27904.22,1000.00,"1837 AIKEN ST",0,0,,,27904.22,,,City,,,,,,,,1
011740001,369,,1,2013,462.50,3900.00,"1127 AISQUITH ST",0,0,,,462.50,0.00,462.50,197,"DAVID N. JACKSON",,"4001 13TH STREET, NE",WASHINGTON,MD,20017,,2
011580042,370,,1,2013,22149.52,3000.00,"1218 AISQUITH ST",0,0,,,22149.52,,,City,,,,,,,,1
011580036,371,,1,2013,15508.65,3000.00,"1230 AISQUITH ST",0,0,,,15508.65,,,City,,,,,,,,1
011580035,372,,1,2013,775.99,3000.00,"1232 AISQUITH ST",0,0,,,775.99,,,City,,,,,,,,1
011450019,375,,1,2013,4065.61,3000.00,"1306 AISQUITH ST",0,0,,,4065.61,,,City,,,,,,,,1
011450020,376,,1,2013,5738.17,5000.00,"1308 AISQUITH ST",0,0,,,5738.17,,,City,,,,,,,,1
011320022,382,,1,2013,4904.83,5000.00,"1430 AISQUITH ST",0,0,,,4904.83,,,City,,,,,,,,1
011320025,383,,1,2013,10774.25,15000.00,"1436 AISQUITH ST",0,0,,,10774.25,,,City,,,,,,,,1
1099A0057,385,,1,2013,638.75,15000.00,"1813 AISQUITH ST",0,0,,,638.75,,,City,,,,,,,,1
1099A0048,387,,1,2013,3527.89,5000.00,"1831 AISQUITH ST",0,0,,,3527.89,,,City,,,,,,,,1
4010G0007,394,,1,2013,8909.06,21000.00,"2231 AISQUITH ST",1,0,,,8909.06,,,City,,,,,,,,1
7419C0010,574,,1,2013,7068.30,9000.00,"2025 ANNAPOLIS ROAD",0,0,,,7068.30,,,City,,,,,,,,1
074370009,582,,1,2013,11214.41,35200.00,"2219 ANNAPOLIS ROAD",0,0,,,11214.41,,,City,,,,,,,,1
7437A0014,589,,1,2013,43545.26,9000.00,"2249 ANNAPOLIS ROAD",0,0,,,43545.26,,,City,,,,,,,,1
001070098,643,,1,2013,4973.75,12000.00,"0606 APPLETON ST",0,0,,,4973.75,0.00,4973.75,263,"TAX 2006 LLC",,"8630 M GUILFORD RD #256",COLUMBIA,MD,21046,7,8
000490026,666,,1,2013,2704.95,12000.00,"1117 APPLETON ST",0,0,,,2704.95,0.00,2704.95,135,"AISHA Z. ABDULLAH",SAME,"4211FLOWERTON RD",BALTIMORE,MD,21229,,2
000070047,688,,1,2013,5201.86,21000.00,"1714 APPLETON ST",0,0,,,5201.86,,,City,,,,,,,,1
000070031,689,,1,2013,13308.59,3000.00,"1717 APPLETON ST",0,0,,,13308.59,,,City,,,,,,,,1
003600018,778,,1,2013,7110.65,19000.00,"1547 ARGYLE AVE",0,0,,,7110.65,,,City,,,,,,,,1
003590026,779,,1,2013,141370.75,1000.00,"1552 ARGYLE AVE",0,0,,,141370.75,,,City,,,,,,,,1
003590027,780,,1,2013,47773.18,1000.00,"1554 ARGYLE AVE",0,0,,,47773.18,,,City,,,,,,,,1
001280029,788,,1,2013,10174.99,55200.00,"0509 N ARLINGTON AVE",0,0,,,10174.99,,,City,,,,,,,,1
001270050,791,,1,2013,4919.21,36000.00,"0526 N ARLINGTON AVE",0,0,,,4919.21,0.00,4919.21,264,"CAREY & MARCINIAK PROPERTIES LLC",,"8639 M GUILFORD RD #156",COLUMBIA,MD,21046,6,8
042670017,813,,1,2013,1802.96,5400.00,"6618 ARMSTRONG AVE",0,0,,,1802.96,,,City,,,,,,,,1
023600005,831,,1,2013,11515.12,74900.00,"2408 ARUNAH AVE",1,0,,,11515.12,0.00,11515.12,258,"NECKTIE SF JOINT VENTURE",,"4201 31ST STREET SOUTH #1013",ARLINGTON,VA,22206,3,4
2396B0014,888,,1,2013,9676.23,57800.00,"1027 ASHBURTON ST",0,0,,,9676.23,,,City,,,,,,,,1
2396B0017,890,,1,2013,16497.09,60500.00,"1033 ASHBURTON ST",0,0,,,16497.09,,,City,,,,,,,,1
023700009,892,,1,2013,2554.39,28200.00,"1117 ASHBURTON ST",0,0,,,2554.39,,,City,,,,,,,,1
024040040,901,,1,2013,4760.15,21000.00,"1613 ASHBURTON ST",0,0,,,4760.15,0.00,4760.15,266,"MIRONA INVESTMENT GROUP LLC","MIRONA INVESTMENT GROUP LLC","10451 TWIN RIVERS RD #143",COLUMBIA,MD,21044,7,9
012260041,936,,1,2013,3608.23,1800.00,"1427 ASHLAND AVE",0,0,,,3608.23,,,City,,,,,,,,1
015930038,959,,1,2013,3167.66,3000.00,"2620 ASHLAND AVE",0,0,,,3167.66,,,City,,,,,,,,1
015940014,973,,1,2013,5257.86,10200.00,"2726 ASHLAND AVE",0,0,,,5257.86,0.00,5257.86,160,"ACF DEVELOPMENT LLC",,"8406 SAND CHERRY LANE",LAUREL,MD,20723,,2
071340016,1051,,1,2013,163585.90,93933.00,"4231 AUDREY AVE",0,0,,,163585.90,,,City,,,,,,,,1
025320024,1100,,1,2013,1097.26,3700.00,"0465 S AUGUSTA AVE",0,0,,,1097.26,,,City,,,,,,,,1
003030021,1122,,1,2013,8078.39,21000.00,"0507 BAKER ST",0,0,,,8078.39,,,City,,,,,,,,1
069920021,1201,,1,2013,747.21,17200.00,"6529 BALTIMORE AVE",0,0,,,747.21,0.00,747.21,297,"CHRISTOPHER B. O'NEAL","RAINMAKER GROUP","1841 CAMPOSTELLA RD.",CHESAPEAKE,VA,23324,,2
002000066,1273,,1,2013,76032.40,11000.00,"1106 W BALTIMORE ST",0,0,,,76032.40,,,City,,,,,,,,1
002000065,1274,,1,2013,94465.23,17900.00,"1108 W BALTIMORE ST",0,0,,,94465.23,,,City,,,,,,,,1
001970034,1289,,1,2013,11114.71,54800.00,"1410 W BALTIMORE ST",0,0,,,11114.71,0.00,11114.71,183,"ANDY GOGLIA","AT3M, LLC","4900 LACKAWANNA ST","COLLEGE PARK",MD,20740,2,3
002140011,1292,,1,2013,1738.68,25200.00,"1421 W BALTIMORE ST",0,1,"Struck to City","2014-06-03 14:51:11",1738.68,0.00,1738.68,88,"WILLIAM UPCHURCH","THAI LIFE PROPERTIES, LLC","PO BOX 7146",LARGO,MD,20792,2,3
001960044,1298,,1,2013,4839.28,5000.00,"1506 W BALTIMORE ST",0,0,,,4839.28,0.00,4839.28,183,"ANDY GOGLIA","AT3M, LLC","4900 LACKAWANNA ST","COLLEGE PARK",MD,20740,,2
001960043,1299,,1,2013,7875.24,5000.00,"1508 W BALTIMORE ST",0,0,,,7875.24,,,City,,,,,,,,1
002100002,1309,,1,2013,33927.19,5000.00,"1619 W BALTIMORE ST",0,0,,,33927.19,,,City,,,,,,,,1
001920008,1318,,1,2013,7752.82,25000.00,"1924 W BALTIMORE ST",0,0,,,7752.82,0.00,7752.82,262,"ARKAD GROUP LLC",,"832 CEDARCROFT",BALTIMORE,MD,21212,8,10
002050007,1324,,1,2013,3330.38,3000.00,"2113 W BALTIMORE ST",0,0,,,3330.38,0.00,3330.38,132,"GOLDEN ASHLAND SERVICES, LLC",,"920 S. CONKLING ST",BALTIMORE,MD,21224,2,3
002040009,1333,,1,2013,9000.53,31000.00,"2257 W BALTIMORE ST",0,0,,,9000.53,,,City,,,,,,,,1
021650039,1338,,1,2013,4513.84,15000.00,"2444 W BALTIMORE ST",0,0,,,4513.84,0.00,4513.84,262,"ARKAD GROUP LLC",,"832 CEDARCROFT",BALTIMORE,MD,21212,9,11
021650037,1339,,1,2013,3180.38,15000.00,"2448 W BALTIMORE ST",0,0,,,3180.38,0.00,3180.38,178,"AARON NAIMAN","DANE EQUITIES 2014, LLC","3835 NAYLORS LANE",BALTIMORE,MD,21208,2,3
021650036,1340,,1,2013,9016.90,3000.00,"2450 W BALTIMORE ST",0,0,,,9016.90,,,City,,,,,,,,1
021710003,1342,,1,2013,4303.63,15000.00,"2505 W BALTIMORE ST",0,0,,,4303.63,0.00,4303.63,167,"TARK DEVELOPMENT LLC",,"114 WEST MULBERRY STREET",BALTIMORE,MD,21201,3,4
038260010,1425,,1,2013,30255.70,165000.00,"2419 BARCLAY ST",0,0,,,30255.70,,,City,,,,,,,,1
03834019D,1437,,1,2013,7375.39,23200.00,"2520 BARCLAY ST",0,0,,,7375.39,,,City,,,,,,,,1
3100B0038,1450,,1,2013,52515.28,96800.00,"4014 BAREVA ROAD",0,0,,,52515.28,,,City,,,,,,,,1
046060026,1568,,1,2013,21384.96,15000.00,"4715 BEAUFORT AVE",0,0,,,21384.96,,,City,,,,,,,,1
4577A0019,1578,,1,2013,141673.80,3000.00,"5008 BEAUFORT AVE",0,0,,,141673.80,,,City,,,,,,,,1
4577A0020,1580,,1,2013,71393.89,3000.00,"5010 BEAUFORT AVE",0,0,,,71393.89,,,City,,,,,,,,1
045110007,1589,,1,2013,4273.76,34000.00,"5334 BEAUFORT AVE",0,0,,,4273.76,0.00,4273.76,270,"RIMDIX LLC",,"4115 WILKENS AVENUE SUITE 102",BALTIMORE,MD,21229,3,4
046080070,1636,,1,2013,4676.41,15000.00,"3723 BEEHLER AVE",0,0,,,4676.41,0.00,4676.41,160,"ACF DEVELOPMENT LLC",,"8406 SAND CHERRY LANE",LAUREL,MD,20723,2,3
3973C0078,1725,,1,2013,55252.41,29267.00,"0700 BELGIAN AVE",0,0,,,55252.41,,,City,,,,,,,,1
2443A0018,1819,,1,2013,1841.73,21000.00,"2903 BELMONT AVE",0,0,,,1841.73,0.00,1841.73,99,"COREY TAYLOR",,"4337 SHELDON, AVE",BALTIMORE,MD,21206,,2
2443A0035,1825,,1,2013,207357.92,29200.00,"2937 BELMONT AVE",0,0,,,207357.92,,,City,,,,,,,,1
2443A0036,1826,,1,2013,2192.65,29200.00,"2939 BELMONT AVE",0,0,,,2192.65,,,City,,,,,,,,1
016430079,1871,,1,2013,6670.13,19000.00,"0636 N BELNORD AVE",0,0,,,6670.13,,,City,,,,,,,,1
4544C0037,1957,,1,2013,1383.34,3000.00,"3606 W BELVEDERE AVE",0,0,,,1383.34,,,City,,,,,,,,1
001890008,2065,,1,2013,2834.49,17000.00,"0015 N BENTALOU ST",0,0,,,2834.49,,,City,,,,,,,,1
002700032,2154,,1,2013,8495.97,30000.00,"0414 S BENTALOU ST",0,0,,,8495.97,,,City,,,,,,,,1
006950022,2172,,1,2013,4174.76,30000.00,"0548 S BENTALOU ST",0,0,,,4174.76,0.00,4174.76,160,"ACF DEVELOPMENT LLC",,"8406 SAND CHERRY LANE",LAUREL,MD,20723,2,3
006950023,2173,,1,2013,6352.55,30000.00,"0550 S BENTALOU ST",1,0,,,6352.55,,,City,,,,,,,,1
011520024,2317,,1,2013,13665.08,8100.00,"0436 E BIDDLE ST",0,0,,,13665.08,,,City,,,,,,,,1
011570007,2324,,1,2013,5166.34,3000.00,"0912 E BIDDLE ST",0,0,,,5166.34,,,City,,,,,,,,1
011720055,2327,,1,2013,15443.01,33200.00,"1031 E BIDDLE ST",0,0,,,15443.01,,,City,,,,,,,,1
015310014,2335,,1,2013,5412.71,7000.00,"1826 E BIDDLE ST",0,0,,,5412.71,,,City,,,,,,,,1
015550031,2346,,1,2013,85060.22,3000.00,"2407 E BIDDLE ST",0,0,,,85060.22,,,City,,,,,,,,1
024270033,2401,,1,2013,5588.96,12000.00,"1803 BLOOMINGDALE ROAD",0,0,,,5588.96,,,City,,,,,,,,1
011080035,2546,,1,2013,7264.93,19000.00,"1710 N BOND ST",0,0,,,7264.93,0.00,7264.93,266,"MIRONA INVESTMENT GROUP LLC","MIRONA INVESTMENT GROUP LLC","10451 TWIN RIVERS RD #143",COLUMBIA,MD,21044,6,8
076440035,2615,,1,2013,14750.83,99900.00,"2815 BOOKERT DR",0,0,,,14750.83,,,City,,,,,,,,1
040010049,2624,,1,2013,992.57,3000.00,"1901 BOONE ST",0,0,,,992.57,,,City,,,,,,,,1
083340002,2703,,1,2013,466.15,11700.00,"2908 BOWERS AVE",0,0,,,466.15,0.00,466.15,66,"SASC, INC.","SASC, INC.","P.O. BOX 50143",BALTIMORE,MD,21211,2,3
002320051,2732,,1,2013,365.99,8000.00,"1326 BOYD ST",0,0,,,365.99,0.00,365.99,241,"MATTHEW L. SCHELBERG",,"5900 MEDORA RD.",LINTHICUM,MD,21090,,2
002220049,2735,,1,2013,596.75,3000.00,"2126 BOYD ST",0,0,,,596.75,,,City,,,,,,,,1
021750076,2737,,1,2013,478.02,3000.00,"2542 BOYD ST",0,0,,,478.02,,,City,,,,,,,,1
2401B0020,2752,,1,2013,6011.07,21000.00,"1700 BRADDISH AVE",1,0,,,6011.07,,,City,,,,,,,,1
2401B0001,2757,,1,2013,6815.93,21000.00,"1738 BRADDISH AVE",0,0,,,6815.93,,,City,,,,,,,,1
2401A0033,2758,,1,2013,4051.38,21000.00,"1800 BRADDISH AVE",1,0,,,4051.38,0.00,4051.38,167,"TARK DEVELOPMENT LLC",,"114 WEST MULBERRY STREET",BALTIMORE,MD,21201,,2
030080015,2763,,1,2013,548.84,9000.00,"1901 BRADDISH AVE",0,0,,,548.84,0.00,548.84,278,"JM TAX SALE INVESTORS 2 LLC",,"11426 YORK ROAD 2ND FLOOR",COCKEYSVILLE,MD,21030,3,4
